reporterISO,reporter,partnerISO,partner,sector,commodity_code,commodity,trade_value_usd,year,flow
EUR,European Union,BGD,Bangladesh,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",623314383.633,2025,Export
EUR,European Union,BGD,Bangladesh,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",157505845.898,2025,Export
EUR,European Union,BHR,Bahrain,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",514917275.145,2025,Export
EUR,European Union,BHR,Bahrain,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",154714490.679,2025,Export
EUR,European Union,BHS,Bahamas,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",121170347.973,2025,Export
EUR,European Union,BHS,Bahamas,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27183764.002,2025,Export
EUR,European Union,BIH,Bosnia Herzegovina,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",917943985.495,2025,Export
EUR,European Union,BIH,Bosnia Herzegovina,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",697474375.883,2025,Export
EUR,European Union,BLM,Saint Barthélemy,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",2095188.293,2025,Export
EUR,European Union,BLM,Saint Barthélemy,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",503948.898,2025,Export
EUR,European Union,BLR,Belarus,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",506855344.257,2025,Export
EUR,European Union,BLR,Belarus,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",102193467.703,2025,Export
EUR,European Union,BLZ,Belize,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",5414761.468,2025,Export
EUR,European Union,BLZ,Belize,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1781201.242,2025,Export
EUR,European Union,BMU,Bermuda,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",12687398.032,2025,Export
EUR,European Union,BMU,Bermuda,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4323628.476,2025,Export
EUR,European Union,BOL,Bolivia (Plurinational State of),electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",146287510.997,2025,Export
EUR,European Union,BOL,Bolivia (Plurinational State of),electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",31677127.207,2025,Export
EUR,European Union,BRA,Brazil,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",10368757343.696,2025,Export
EUR,European Union,BRA,Brazil,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",3367522208.355,2025,Export
EUR,European Union,BRB,Barbados,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",28003532.817,2025,Export
EUR,European Union,BRB,Barbados,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",9508557.021,2025,Export
EUR,European Union,BRN,Brunei Darussalam,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",73090684.93,2025,Export
EUR,European Union,BRN,Brunei Darussalam,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",25265775.485,2025,Export
EUR,European Union,BTN,Bhutan,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",2710383.563,2025,Export
EUR,European Union,BTN,Bhutan,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2041384.267,2025,Export
EUR,European Union,BVT,Bouvet Island,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",13499.909,2025,Export
EUR,European Union,BVT,Bouvet Island,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",7257.882,2025,Export
EUR,European Union,BWA,Botswana,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",25628135.964,2025,Export
EUR,European Union,BWA,Botswana,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",60684783.225,2025,Export
EUR,European Union,CAF,Central African Rep.,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",10483981.16,2025,Export
EUR,European Union,CAF,Central African Rep.,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",12603758.556,2025,Export
EUR,European Union,CAN,Canada,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",10947548995.894,2025,Export
EUR,European Union,CAN,Canada,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",3713678953.783,2025,Export
EUR,European Union,CCK,Cocos Isds,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",12546.203,2025,Export
EUR,European Union,CCK,Cocos Isds,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",338.995,2025,Export
EUR,European Union,CHE,Switzerland,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",19881211809.134,2025,Export
EUR,European Union,CHE,Switzerland,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",13286761786.016,2025,Export
EUR,European Union,CHL,Chile,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",2896907630.388,2025,Export
EUR,European Union,CHL,Chile,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1119381845.798,2025,Export
EUR,European Union,CHN,China,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",51213810301.3,2025,Export
EUR,European Union,CHN,China,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",32790219036.599,2025,Export
EUR,European Union,CIV,Côte d'Ivoire,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",705042981.552,2025,Export
EUR,European Union,CIV,Côte d'Ivoire,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",238590863.974,2025,Export
EUR,European Union,CMR,Cameroon,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",266364547.211,2025,Export
EUR,European Union,CMR,Cameroon,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",92634011.52,2025,Export
EUR,European Union,COD,Dem. Rep. of the Congo,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",329814718.232,2025,Export
EUR,European Union,COD,Dem. Rep. of the Congo,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",87670064.43,2025,Export
EUR,European Union,COG,Congo,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",291087346.387,2025,Export
EUR,European Union,COG,Congo,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",73946702.502,2025,Export
EUR,European Union,COK,Cook Isds,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",239089.01,2025,Export
EUR,European Union,COK,Cook Isds,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",277008.091,2025,Export
EUR,European Union,COL,Colombia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",1292013058.52,2025,Export
EUR,European Union,COL,Colombia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",495921202.141,2025,Export
EUR,European Union,COM,Comoros,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",11729581.581,2025,Export
EUR,European Union,COM,Comoros,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5525783.132,2025,Export
EUR,European Union,CPV,Cabo Verde,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",55519702.382,2025,Export
EUR,European Union,CPV,Cabo Verde,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",42659842.255,2025,Export
EUR,European Union,CRI,Costa Rica,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",355598777.733,2025,Export
EUR,European Union,CRI,Costa Rica,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",107471530.375,2025,Export
EUR,European Union,CUB,Cuba,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",239663153.166,2025,Export
EUR,European Union,CUB,Cuba,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",108490739.232,2025,Export
EUR,European Union,CUW,Curaçao,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",42423812.697,2025,Export
EUR,European Union,CUW,Curaçao,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",69772096.709,2025,Export
EUR,European Union,CXR,Christmas Isds,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",5701.895,2025,Export
EUR,European Union,CYM,Cayman Isds,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",18676199.885,2025,Export
EUR,European Union,CYM,Cayman Isds,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4399349.294,2025,Export
EUR,European Union,DJI,Djibouti,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",31735141.215,2025,Export
EUR,European Union,DJI,Djibouti,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",21739668.187,2025,Export
EUR,European Union,DMA,Dominica,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",20075678.167,2025,Export
EUR,European Union,DMA,Dominica,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",681503.484,2025,Export
EUR,European Union,DOM,Dominican Rep.,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",603165667.985,2025,Export
EUR,European Union,DOM,Dominican Rep.,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",230924391.969,2025,Export
EUR,European Union,DZA,Algeria,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",3332545352.189,2025,Export
EUR,European Union,DZA,Algeria,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",933998651.742,2025,Export
EUR,European Union,ECU,Ecuador,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",534499038.638,2025,Export
EUR,European Union,ECU,Ecuador,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",141004180.705,2025,Export
EUR,European Union,EGY,Egypt,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",4141441459.131,2025,Export
EUR,European Union,EGY,Egypt,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1519412786.473,2025,Export
EUR,European Union,ERI,Eritrea,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16445892.147,2025,Export
EUR,European Union,ERI,Eritrea,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4714643.366,2025,Export
EUR,European Union,ESH,Western Sahara,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",383102.929,2025,Export
EUR,European Union,ESH,Western Sahara,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",155979.483,2025,Export
EUR,European Union,ETH,Ethiopia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",245709788.593,2025,Export
EUR,European Union,ETH,Ethiopia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",89395726.326,2025,Export
EUR,European Union,F19,"Other Africa, nes",electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",52135946.974,2025,Export
EUR,European Union,F19,"Other Africa, nes",electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",84422945.779,2025,Export
EUR,European Union,FJI,Fiji,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",12178041.681,2025,Export
EUR,European Union,FJI,Fiji,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",33680019.184,2025,Export
EUR,European Union,FLK,Falkland Isds (Malvinas),electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",296323.642,2025,Export
EUR,European Union,FLK,Falkland Isds (Malvinas),electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",63859.361,2025,Export
EUR,European Union,FRO,Faroe Isds,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",222835321.591,2025,Export
EUR,European Union,FRO,Faroe Isds,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",111390978.804,2025,Export
EUR,European Union,FSM,FS Micronesia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",90265.313,2025,Export
EUR,European Union,FSM,FS Micronesia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",2124221.698,2025,Export
EUR,European Union,GAB,Gabon,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",203598619.233,2025,Export
EUR,European Union,GAB,Gabon,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",71058765.089,2025,Export
EUR,European Union,GBR,United Kingdom,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",50743702880.555,2025,Export
EUR,European Union,GBR,United Kingdom,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",30708966541.897,2025,Export
EUR,European Union,GEO,Georgia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",399883391.19,2025,Export
EUR,European Union,GEO,Georgia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",255234491.076,2025,Export
EUR,European Union,GHA,Ghana,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",535180610.361,2025,Export
EUR,European Union,GHA,Ghana,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",108019579.29,2025,Export
EUR,European Union,GIB,Gibraltar,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",42254162.806,2025,Export
EUR,European Union,GIB,Gibraltar,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27450560.063,2025,Export
EUR,European Union,GIN,Guinea,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",335640428.622,2025,Export
EUR,European Union,GIN,Guinea,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",78962630.545,2025,Export
EUR,European Union,GMB,Gambia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",11797259.214,2025,Export
EUR,European Union,GMB,Gambia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4849862.472,2025,Export
EUR,European Union,GNB,Guinea-Bissau,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",10057189.709,2025,Export
EUR,European Union,GNB,Guinea-Bissau,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",6996275.221,2025,Export
EUR,European Union,GNQ,Equatorial Guinea,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",62433131.255,2025,Export
EUR,European Union,GNQ,Equatorial Guinea,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16915428.366,2025,Export
EUR,European Union,GRD,Grenada,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",12609244.077,2025,Export
EUR,European Union,GRD,Grenada,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1373590.544,2025,Export
EUR,European Union,GRL,Greenland,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",112722531.804,2025,Export
EUR,European Union,GRL,Greenland,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",60967397.937,2025,Export
EUR,European Union,GTM,Guatemala,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",363464040.314,2025,Export
EUR,European Union,GTM,Guatemala,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",68449695.926,2025,Export
EUR,European Union,GUM,Guam,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6518931.476,2025,Export
EUR,European Union,GUM,Guam,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1787424.251,2025,Export
EUR,European Union,GUY,Guyana,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",232043354.374,2025,Export
EUR,European Union,GUY,Guyana,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27893203.033,2025,Export
EUR,European Union,HKG,"China, Hong Kong SAR",electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",2481448751.241,2025,Export
EUR,European Union,HKG,"China, Hong Kong SAR",electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4776440101.733,2025,Export
EUR,European Union,HMD,Heard Island and McDonald Islands,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",6764.6,2025,Export
EUR,European Union,HND,Honduras,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",187407412.581,2025,Export
EUR,European Union,HND,Honduras,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",78391704.175,2025,Export
EUR,European Union,HTI,Haiti,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",14875238.377,2025,Export
EUR,European Union,HTI,Haiti,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",6572416.287,2025,Export
EUR,European Union,IDN,Indonesia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",2798056947.327,2025,Export
EUR,European Union,IDN,Indonesia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1123940097.881,2025,Export
EUR,European Union,IND,India,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",14154883890.905,2025,Export
EUR,European Union,IND,India,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5898792220.628,2025,Export
EUR,European Union,IOT,Br. Indian Ocean Terr.,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",22437.342,2025,Export
EUR,European Union,IRN,Iran,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",676132309.404,2025,Export
EUR,European Union,IRN,Iran,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",124072496.764,2025,Export
EUR,European Union,IRQ,Iraq,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",1347539873.202,2025,Export
EUR,European Union,IRQ,Iraq,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",687890288.485,2025,Export
EUR,European Union,ISL,Iceland,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",757508949.075,2025,Export
EUR,European Union,ISL,Iceland,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",567816659.441,2025,Export
EUR,European Union,ISR,Israel,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",4398451256.883,2025,Export
EUR,European Union,ISR,Israel,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4805254858.021,2025,Export
EUR,European Union,JAM,Jamaica,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",108401854.521,2025,Export
EUR,European Union,JAM,Jamaica,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",28187583.613,2025,Export
EUR,European Union,JOR,Jordan,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",702721204.684,2025,Export
EUR,European Union,JOR,Jordan,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",236665888.436,2025,Export
EUR,European Union,JPN,Japan,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",8860296027.702,2025,Export
EUR,European Union,JPN,Japan,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4541100042.698,2025,Export
EUR,European Union,KAZ,Kazakhstan,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",2871938164.558,2025,Export
EUR,European Union,KAZ,Kazakhstan,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1151035680.554,2025,Export
EUR,European Union,KEN,Kenya,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",319697436.805,2025,Export
EUR,European Union,KEN,Kenya,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",113784142.191,2025,Export
EUR,European Union,KGZ,Kyrgyzstan,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",456954716.546,2025,Export
EUR,European Union,KGZ,Kyrgyzstan,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",171579391.319,2025,Export
EUR,European Union,KHM,Cambodia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",99990780.02,2025,Export
EUR,European Union,KHM,Cambodia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",28342940.314,2025,Export
EUR,European Union,KIR,Kiribati,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",717358.551,2025,Export
EUR,European Union,KIR,Kiribati,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",412437.281,2025,Export
EUR,European Union,KNA,Saint Kitts and Nevis,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",4000070.743,2025,Export
EUR,European Union,KNA,Saint Kitts and Nevis,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",643607.156,2025,Export
EUR,European Union,KOR,Rep. of Korea,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",16221265841.227,2025,Export
EUR,European Union,KOR,Rep. of Korea,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",5163683228.501,2025,Export
EUR,European Union,KWT,Kuwait,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",826099003.598,2025,Export
EUR,European Union,KWT,Kuwait,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",289055921.541,2025,Export
EUR,European Union,LAO,Lao People's Dem. Rep.,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",20455225.192,2025,Export
EUR,European Union,LAO,Lao People's Dem. Rep.,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",7530440.775,2025,Export
EUR,European Union,LBN,Lebanon,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",402174942.169,2025,Export
EUR,European Union,LBN,Lebanon,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",174220021.8,2025,Export
EUR,European Union,LBR,Liberia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",63256712.068,2025,Export
EUR,European Union,LBR,Liberia,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",16331137.015,2025,Export
EUR,European Union,LBY,Libya,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",795044038.402,2025,Export
EUR,European Union,LBY,Libya,electronics,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",482363312.614,2025,Export
EUR,European Union,LCA,Saint Lucia,electronics,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",7814270.364,2025,Export
