typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","792","TUR","Türkiye","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"242026238.393","242026238.393","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","784","ARE","United Arab Emirates","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"315037511.939","315037511.939","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","699","IND","India","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"6740277965.164","6740277965.164","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","776","TON","Tonga","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2302664.847","2302664.847","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","764","THA","Thailand","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"529089568.741","529089568.741","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","752","SWE","Sweden","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"171053631.913","171053631.913","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","710","ZAF","South Africa","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"39249818.649","39249818.649","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","704","VNM","Viet Nam","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2418712627.319","2418712627.319","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","702","SGP","Singapore","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"2261549693.996","2261549693.996","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","686","SEN","Senegal","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"11598.598","11598.598","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","626","TLS","Timor-Leste","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"4491021.549","4491021.549","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","620","PRT","Portugal","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"96721.781","96721.781","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","616","POL","Poland","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"36601644.313","36601644.313","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","608","PHL","Philippines","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"39175065.97","39175065.97","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","584","MHL","Marshall Isds","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"97859.669","97859.669","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","586","PAK","Pakistan","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"33230.715","33230.715","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","583","FSM","FS Micronesia","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"33706.231","33706.231","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","579","NOR","Norway","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"31870.533","31870.533","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","566","NGA","Nigeria","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"29639.215","29639.215","0","false","true",
"C","A","20250101","2025","52","2025","36","AUS","Australia","X","Export","574","NFK","Norfolk Isds","0","W00","World","H6","HS","true","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes","2","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","0","false","0","false",,"178236.066","178236.066","0","false","true",
