reporterISO,reporter,partnerISO,partner,sector,commodity_code,commodity,trade_value_usd,year,flow
DEU,Germany,MKD,North Macedonia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",143553193.609,2025,Export
DEU,Germany,MKD,North Macedonia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",143553193.609,2025,Export
DEU,Germany,MLI,Mali,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19263984.483,2025,Export
DEU,Germany,MLI,Mali,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19263984.483,2025,Export
DEU,Germany,MLT,Malta,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66831484.797,2025,Export
DEU,Germany,MLT,Malta,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66831484.797,2025,Export
DEU,Germany,MMR,Myanmar,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144671.252,2025,Export
DEU,Germany,MMR,Myanmar,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",144671.252,2025,Export
DEU,Germany,MNE,Montenegro,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75581741.565,2025,Export
DEU,Germany,MNE,Montenegro,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",75581741.565,2025,Export
DEU,Germany,MNG,Mongolia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21911030.194,2025,Export
DEU,Germany,MNG,Mongolia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21911030.194,2025,Export
DEU,Germany,MOZ,Mozambique,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190143.313,2025,Export
DEU,Germany,MOZ,Mozambique,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",190143.313,2025,Export
DEU,Germany,MRT,Mauritania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11235261.699,2025,Export
DEU,Germany,MRT,Mauritania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11235261.699,2025,Export
DEU,Germany,MUS,Mauritius,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38484771.07,2025,Export
DEU,Germany,MUS,Mauritius,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38484771.07,2025,Export
DEU,Germany,MWI,Malawi,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35518.263,2025,Export
DEU,Germany,MWI,Malawi,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35518.263,2025,Export
DEU,Germany,MYS,Malaysia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",559359198.599,2025,Export
DEU,Germany,MYS,Malaysia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",559359198.599,2025,Export
DEU,Germany,NAM,Namibia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10415696.018,2025,Export
DEU,Germany,NAM,Namibia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10415696.018,2025,Export
DEU,Germany,NCL,New Caledonia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6163995.046,2025,Export
DEU,Germany,NCL,New Caledonia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6163995.046,2025,Export
DEU,Germany,NER,Niger,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",813200.39,2025,Export
DEU,Germany,NER,Niger,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",813200.39,2025,Export
DEU,Germany,NGA,Nigeria,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62100751.092,2025,Export
DEU,Germany,NGA,Nigeria,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62100751.092,2025,Export
DEU,Germany,NIC,Nicaragua,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300223.89,2025,Export
DEU,Germany,NIC,Nicaragua,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",300223.89,2025,Export
DEU,Germany,NLD,Netherlands,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15427815209.258,2025,Export
DEU,Germany,NLD,Netherlands,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15427815209.258,2025,Export
DEU,Germany,NOR,Norway,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3885473365.651,2025,Export
DEU,Germany,NOR,Norway,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3885473365.651,2025,Export
DEU,Germany,NPL,Nepal,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5253.481,2025,Export
DEU,Germany,NPL,Nepal,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5253.481,2025,Export
DEU,Germany,NZL,New Zealand,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",301171209.593,2025,Export
DEU,Germany,NZL,New Zealand,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",301171209.593,2025,Export
DEU,Germany,OMN,Oman,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126150164.291,2025,Export
DEU,Germany,OMN,Oman,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126150164.291,2025,Export
DEU,Germany,PAK,Pakistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18911086.407,2025,Export
DEU,Germany,PAK,Pakistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18911086.407,2025,Export
DEU,Germany,PAN,Panama,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33828486.452,2025,Export
DEU,Germany,PAN,Panama,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33828486.452,2025,Export
DEU,Germany,PER,Peru,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176926283.936,2025,Export
DEU,Germany,PER,Peru,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",176926283.936,2025,Export
DEU,Germany,PHL,Philippines,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47516837.252,2025,Export
DEU,Germany,PHL,Philippines,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47516837.252,2025,Export
DEU,Germany,PNG,Papua New Guinea,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4441939.621,2025,Export
DEU,Germany,PNG,Papua New Guinea,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4441939.621,2025,Export
DEU,Germany,POL,Poland,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15510412204.007,2025,Export
DEU,Germany,POL,Poland,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15510412204.007,2025,Export
DEU,Germany,PRT,Portugal,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3458159405.808,2025,Export
DEU,Germany,PRT,Portugal,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3458159405.808,2025,Export
DEU,Germany,PRY,Paraguay,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50691084.323,2025,Export
DEU,Germany,PRY,Paraguay,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50691084.323,2025,Export
DEU,Germany,PSE,State of Palestine,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36552613.285,2025,Export
DEU,Germany,PSE,State of Palestine,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36552613.285,2025,Export
DEU,Germany,PYF,French Polynesia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7747490.05,2025,Export
DEU,Germany,PYF,French Polynesia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7747490.05,2025,Export
DEU,Germany,QAT,Qatar,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",231548991.144,2025,Export
DEU,Germany,QAT,Qatar,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",231548991.144,2025,Export
DEU,Germany,ROU,Romania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4081757417.282,2025,Export
DEU,Germany,ROU,Romania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4081757417.282,2025,Export
DEU,Germany,RUS,Russian Federation,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53278202.175,2025,Export
DEU,Germany,RUS,Russian Federation,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53278202.175,2025,Export
DEU,Germany,RWA,Rwanda,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10079480.035,2025,Export
DEU,Germany,RWA,Rwanda,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10079480.035,2025,Export
DEU,Germany,S19,"Other Asia, nes",automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1818532843.956,2025,Export
DEU,Germany,S19,"Other Asia, nes",automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1818532843.956,2025,Export
DEU,Germany,SAU,Saudi Arabia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1353208179.899,2025,Export
DEU,Germany,SAU,Saudi Arabia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1353208179.899,2025,Export
DEU,Germany,SDN,Sudan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3672020.422,2025,Export
DEU,Germany,SDN,Sudan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3672020.422,2025,Export
DEU,Germany,SEN,Senegal,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15794599.772,2025,Export
DEU,Germany,SEN,Senegal,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15794599.772,2025,Export
DEU,Germany,SGP,Singapore,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",433190829.036,2025,Export
DEU,Germany,SGP,Singapore,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",433190829.036,2025,Export
DEU,Germany,SLE,Sierra Leone,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5271987.322,2025,Export
DEU,Germany,SLE,Sierra Leone,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5271987.322,2025,Export
DEU,Germany,SLV,El Salvador,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10644373.504,2025,Export
DEU,Germany,SLV,El Salvador,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10644373.504,2025,Export
DEU,Germany,SMR,San Marino,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39424852.614,2025,Export
DEU,Germany,SMR,San Marino,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39424852.614,2025,Export
DEU,Germany,SOM,Somalia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1121572.819,2025,Export
DEU,Germany,SOM,Somalia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1121572.819,2025,Export
DEU,Germany,SPM,Saint Pierre and Miquelon,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",272064.34,2025,Export
DEU,Germany,SPM,Saint Pierre and Miquelon,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",272064.34,2025,Export
DEU,Germany,SRB,Serbia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",717304113.665,2025,Export
DEU,Germany,SRB,Serbia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",717304113.665,2025,Export
DEU,Germany,SSD,South Sudan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",383870.973,2025,Export
DEU,Germany,SSD,South Sudan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",383870.973,2025,Export
DEU,Germany,STP,Sao Tome and Principe,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10062.79,2025,Export
DEU,Germany,STP,Sao Tome and Principe,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10062.79,2025,Export
DEU,Germany,SUR,Suriname,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1484706.87,2025,Export
DEU,Germany,SUR,Suriname,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1484706.87,2025,Export
DEU,Germany,SVK,Slovakia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4852086007.59,2025,Export
DEU,Germany,SVK,Slovakia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4852086007.59,2025,Export
DEU,Germany,SVN,Slovenia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2490700056.735,2025,Export
DEU,Germany,SVN,Slovenia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2490700056.735,2025,Export
DEU,Germany,SWE,Sweden,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6369622024.049,2025,Export
DEU,Germany,SWE,Sweden,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6369622024.049,2025,Export
DEU,Germany,SWZ,Eswatini,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18661.439,2025,Export
DEU,Germany,SWZ,Eswatini,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18661.439,2025,Export
DEU,Germany,SXM,Sint Maarten,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",267756.28,2025,Export
DEU,Germany,SXM,Sint Maarten,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",267756.28,2025,Export
DEU,Germany,SYC,Seychelles,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",838459.847,2025,Export
DEU,Germany,SYC,Seychelles,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",838459.847,2025,Export
DEU,Germany,SYR,Syria,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6604404.19,2025,Export
DEU,Germany,SYR,Syria,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6604404.19,2025,Export
DEU,Germany,TCD,Chad,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1202020.469,2025,Export
DEU,Germany,TCD,Chad,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1202020.469,2025,Export
DEU,Germany,TGO,Togo,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9911367.923,2025,Export
DEU,Germany,TGO,Togo,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9911367.923,2025,Export
DEU,Germany,THA,Thailand,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",311828612.685,2025,Export
DEU,Germany,THA,Thailand,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",311828612.685,2025,Export
DEU,Germany,TJK,Tajikistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19986901.603,2025,Export
DEU,Germany,TJK,Tajikistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19986901.603,2025,Export
DEU,Germany,TKM,Turkmenistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82024447.992,2025,Export
DEU,Germany,TKM,Turkmenistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82024447.992,2025,Export
DEU,Germany,TTO,Trinidad and Tobago,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27541873.176,2025,Export
DEU,Germany,TTO,Trinidad and Tobago,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27541873.176,2025,Export
DEU,Germany,TUN,Tunisia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",314722511.378,2025,Export
DEU,Germany,TUN,Tunisia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",314722511.378,2025,Export
DEU,Germany,TUR,Türkiye,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8795981366.183,2025,Export
DEU,Germany,TUR,Türkiye,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8795981366.183,2025,Export
DEU,Germany,TZA,United Rep. of Tanzania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12003520.641,2025,Export
DEU,Germany,TZA,United Rep. of Tanzania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12003520.641,2025,Export
DEU,Germany,UGA,Uganda,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1320042.483,2025,Export
DEU,Germany,UGA,Uganda,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1320042.483,2025,Export
DEU,Germany,UKR,Ukraine,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1062849421.735,2025,Export
DEU,Germany,UKR,Ukraine,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1062849421.735,2025,Export
DEU,Germany,UMI,United States Minor Outlying Islands,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3084.854,2025,Export
DEU,Germany,UMI,United States Minor Outlying Islands,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3084.854,2025,Export
DEU,Germany,URY,Uruguay,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38143202.947,2025,Export
DEU,Germany,URY,Uruguay,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38143202.947,2025,Export
DEU,Germany,USA,USA,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30960985555.87,2025,Export
DEU,Germany,USA,USA,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30960985555.87,2025,Export
DEU,Germany,UZB,Uzbekistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",163942289.202,2025,Export
DEU,Germany,UZB,Uzbekistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",163942289.202,2025,Export
DEU,Germany,VCT,Saint Vincent and the Grenadines,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25638.094,2025,Export
DEU,Germany,VCT,Saint Vincent and the Grenadines,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25638.094,2025,Export
DEU,Germany,VEN,Venezuela,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",842437.558,2025,Export
DEU,Germany,VEN,Venezuela,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",842437.558,2025,Export
DEU,Germany,VNM,Viet Nam,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125557652.685,2025,Export
DEU,Germany,VNM,Viet Nam,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",125557652.685,2025,Export
DEU,Germany,W00,World,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",287592518637.984,2025,Export
DEU,Germany,W00,World,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",287592518637.984,2025,Export
DEU,Germany,X1,Bunkers,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1699074.038,2025,Export
DEU,Germany,X1,Bunkers,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1699074.038,2025,Export
DEU,Germany,YEM,Yemen,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2268330.286,2025,Export
DEU,Germany,YEM,Yemen,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2268330.286,2025,Export
DEU,Germany,ZAF,South Africa,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2310820444.503,2025,Export
DEU,Germany,ZAF,South Africa,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2310820444.503,2025,Export
DEU,Germany,ZMB,Zambia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1189229.382,2025,Export
DEU,Germany,ZMB,Zambia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1189229.382,2025,Export
DEU,Germany,ZWE,Zimbabwe,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1458554.675,2025,Export
DEU,Germany,ZWE,Zimbabwe,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1458554.675,2025,Export
DEU,Germany,_X,"Areas, nes",automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92350.295,2025,Export
DEU,Germany,_X,"Areas, nes",automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92350.295,2025,Export
EUR,European Union,ABW,Aruba,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5907104.372,2025,Export
EUR,European Union,AFG,Afghanistan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84810441.593,2025,Export
EUR,European Union,AGO,Angola,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",80542830.297,2025,Export
EUR,European Union,AIA,Anguilla,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9478.299,2025,Export
EUR,European Union,ALB,Albania,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",327639631.22,2025,Export
EUR,European Union,AND,Andorra,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",365292157.0,2025,Export
EUR,European Union,ARE,United Arab Emirates,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5365698051.399,2025,Export
EUR,European Union,ARG,Argentina,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1071773607.614,2025,Export
EUR,European Union,ARM,Armenia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",138694168.973,2025,Export
EUR,European Union,ASM,American Samoa,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20339.697,2025,Export
EUR,European Union,ATA,Antarctica,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",389286.746,2025,Export
EUR,European Union,ATF,Fr. South Antarctic Terr.,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1917705.796,2025,Export
EUR,European Union,ATG,Antigua and Barbuda,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1151578.311,2025,Export
EUR,European Union,AUS,Australia,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4802942617.88,2025,Export
EUR,European Union,AZE,Azerbaijan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",449436316.19,2025,Export
EUR,European Union,BDI,Burundi,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1106145.16,2025,Export
EUR,European Union,BEN,Benin,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57525199.922,2025,Export
EUR,European Union,BES,Bonaire,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4806839.799,2025,Export
EUR,European Union,BFA,Burkina Faso,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62487986.227,2025,Export
EUR,European Union,BGD,Bangladesh,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15407436.168,2025,Export
EUR,European Union,BHR,Bahrain,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",200628846.493,2025,Export
EUR,European Union,BHS,Bahamas,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3005779.08,2025,Export
EUR,European Union,BIH,Bosnia Herzegovina,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",972422918.323,2025,Export
EUR,European Union,BLM,Saint Barthélemy,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1576624.409,2025,Export
EUR,European Union,BLR,Belarus,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",487501867.419,2025,Export
EUR,European Union,BLZ,Belize,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1209899.028,2025,Export
EUR,European Union,BMU,Bermuda,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7459000.573,2025,Export
EUR,European Union,BOL,Bolivia (Plurinational State of),automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48061538.202,2025,Export
EUR,European Union,BRA,Brazil,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4018646375.7,2025,Export
EUR,European Union,BRB,Barbados,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12027570.826,2025,Export
EUR,European Union,BRN,Brunei Darussalam,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21081539.804,2025,Export
EUR,European Union,BTN,Bhutan,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1152582.803,2025,Export
EUR,European Union,BWA,Botswana,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2196410.112,2025,Export
EUR,European Union,CAF,Central African Rep.,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3905604.796,2025,Export
EUR,European Union,CAN,Canada,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6103939119.243,2025,Export
EUR,European Union,CCK,Cocos Isds,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1857.692,2025,Export
EUR,European Union,CHE,Switzerland,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15614441533.854,2025,Export
EUR,European Union,CHL,Chile,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1264490889.382,2025,Export
EUR,European Union,CHN,China,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18577510062.978,2025,Export
EUR,European Union,CIV,Côte d'Ivoire,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",247019187.809,2025,Export
EUR,European Union,CMR,Cameroon,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",139707593.807,2025,Export
EUR,European Union,COD,Dem. Rep. of the Congo,automotive,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",74728957.512,2025,Export
